question_id,section,domain,skill,question_type,difficulty_1_to_10,passage_or_stimulus,question_text,choice_a,choice_b,choice_c,choice_d,correct_answer,correct_answer_text,explanation,source_basis
RW-E-035,Reading and Writing,Expression of Ideas,Revision / transitions / synthesis,MCQ,4,"Notes: | - Mae Jemison became the first Black woman in space in 1992. | - She is also a physician and engineer. | - Later, she promoted science education through the Jemison Group. | - The student wants to stress Jemison's broad accomplishments.",Which choice most effectively uses relevant information from the notes?,"Mae Jemison traveled to space in 1992, and many astronauts later worked in education.","Physician, engineer, and astronaut Mae Jemison became the first Black woman in space in 1992 and later promoted science education.","Mae Jemison was a physician in 1992, which was also the year she became interested in engineering.","Science education is important, and Mae Jemison supported it through a group named after her.",B,"Physician, engineer, and astronaut Mae Jemison became the first Black woman in space in 1992 and later promoted science education.","Choice B highlights multiple accomplishments, which matches the goal.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-E-036,Reading and Writing,Expression of Ideas,Revision / transitions / synthesis,MCQ,3,A writer wants to combine the ideas in the following sentences: | The telescope is relatively small. It can detect planets hundreds of light-years away.,Which choice most effectively combines the sentences?,"The telescope is relatively small, and it can detect planets hundreds of light-years away.","The telescope, relatively small, can detect planets hundreds of light-years away.","Although relatively small, the telescope can detect planets hundreds of light-years away.","Detecting planets hundreds of light-years away, the telescope is relatively small.",C,"Although relatively small, the telescope can detect planets hundreds of light-years away.",Choice C best highlights the contrast between the telescope's size and ability.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-E-037,Reading and Writing,Expression of Ideas,Revision / transitions / synthesis,MCQ,5,"A student is revising a paragraph about migration routes of monarch butterflies. The paragraph first explains where monarchs spend the summer, then describes their fall migration south, and finally discusses spring movement north. The student wants to add a sentence explaining that monarchs lay eggs during the northward spring journey.",Where would the sentence fit best?,"At the beginning of the paragraph, before the summer description",Between the sentences about fall migration and spring movement north,After the sentence about spring movement north,It should not be added anywhere in the paragraph,C,After the sentence about spring movement north,The detail belongs with the discussion of the spring northward journey.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-E-038,Reading and Writing,Expression of Ideas,Revision / transitions / synthesis,MCQ,4,"The writer wants to clarify the relationship between two sentences: | ""The city installed rain gardens beside several streets. These planted areas absorb stormwater before it can overwhelm drains.""",Which choice most effectively combines the sentences?,"The city installed rain gardens beside several streets, planted areas that absorb stormwater before it can overwhelm drains.","The city installed rain gardens beside several streets, and drains can be overwhelmed by stormwater.","Beside several streets, the city installed rain gardens, and these planted areas absorb stormwater before it can overwhelm drains, which is stormwater.","Installed beside several streets, rain gardens were there in the city.",A,"The city installed rain gardens beside several streets, planted areas that absorb stormwater before it can overwhelm drains.",Choice A neatly defines rain gardens while preserving the meaning.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-E-039,Reading and Writing,Expression of Ideas,Revision / transitions / synthesis,MCQ,2,"A student writes: ""The documentary includes interviews with scientists. It features archival photographs. It uses animation to explain complex processes."" The student wants to show that these features work together.",Which choice best revises the text?,"The documentary includes interviews with scientists, features archival photographs, and uses animation to explain complex processes.","The documentary includes interviews with scientists. Also, archival photographs. Also, animation to explain complex processes.","The documentary includes interviews with scientists, and archival photographs, and also animation are used.","The documentary includes interviews with scientists and explaining complex processes with animation, archival photographs.",A,"The documentary includes interviews with scientists, features archival photographs, and uses animation to explain complex processes.","Choice A creates a smooth, parallel series.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-E-040,Reading and Writing,Expression of Ideas,Revision / transitions / synthesis,MCQ,4,Notes: | - The Oak Street Bridge was built in 1911. | - It was the town's first steel bridge. | - It connected the downtown market to the train station. | - The student wants to explain why the bridge mattered to the town.,Which choice most effectively uses relevant information from the notes?,"Built in 1911, the Oak Street Bridge connected the downtown market to the train station, making travel and trade easier.","The Oak Street Bridge was made of steel, and the town had a market and a train station.","The town's first steel bridge was called the Oak Street Bridge, and it was built in 1911.","The Oak Street Bridge connected two places, and steel was used in many bridges.",A,"Built in 1911, the Oak Street Bridge connected the downtown market to the train station, making travel and trade easier.",Choice A focuses on why the bridge mattered: it linked two key locations.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-E-041,Reading and Writing,Expression of Ideas,Revision / transitions / synthesis,MCQ,3,"A writer wants to show that the second sentence contrasts with the first. | ""The desert receives very little rain each year. ______ many of its plants have evolved remarkable ways to store water.""",Which choice best completes the text?,"For instance,","Even so,","Similarly,","As a result of this similarity,",B,"Even so,","'Even so' signals contrast: despite little rain, plants thrive with adaptations.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-E-042,Reading and Writing,Expression of Ideas,Revision / transitions / synthesis,MCQ,5,"A student wants to add a sentence to a paragraph about wind turbines. The paragraph explains how turbine blades turn, how the motion drives a generator, and how electricity then enters the grid. The sentence to add explains that stronger winds generally produce more electricity.",Where should the sentence be placed for the most logical flow?,Before the sentence about the blades turning,After the sentence about the blades turning,After the sentence about electricity entering the grid,At the beginning of an unrelated paragraph about solar panels,B,After the sentence about the blades turning,The point about stronger winds belongs right after the discussion of blade movement.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-E-043,Reading and Writing,Expression of Ideas,Revision / transitions / synthesis,MCQ,2,"The writer wants the following sentence to introduce a paragraph about community science projects: ""Across the country, volunteers are helping researchers collect useful environmental data.""",Which choice best describes why this sentence works well as an introduction?,It presents the paragraph's broad topic before later details and examples.,It proves that volunteer-collected data is always more accurate than professional data.,It shifts the paragraph away from its topic and toward an unrelated one.,It summarizes the paragraph's concluding counterargument.,A,It presents the paragraph's broad topic before later details and examples.,A strong topic sentence introduces the main idea broadly.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-S-044,Reading and Writing,Standard English Conventions,Grammar / usage / punctuation,MCQ,2,The research team ____ the samples in a temperature-controlled room overnight before beginning the analysis.,Which choice completes the text so that it conforms to the conventions of Standard English?,store,stores,stored,storing,C,stored,The sentence needs the simple past-tense verb 'stored.',"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-S-045,Reading and Writing,Standard English Conventions,Grammar / usage / punctuation,MCQ,4,Neither the museum curator nor the volunteer guides ____ certain why the painting was moved last year.,Which choice completes the text so that it conforms to the conventions of Standard English?,is,are,was,be,B,are,"With 'neither...nor,' the verb agrees with the noun closer to it: 'guides' is plural.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-S-046,Reading and Writing,Standard English Conventions,Grammar / usage / punctuation,MCQ,2,"The scientist reviewed the data carefully, ____ she wanted to make sure no readings had been recorded incorrectly.",Which choice completes the text so that it conforms to the conventions of Standard English?,and,because,however,for example,B,because,'Because' correctly introduces the reason she reviewed the data carefully.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-S-047,Reading and Writing,Standard English Conventions,Grammar / usage / punctuation,MCQ,5,"By the time the guests arrived, the chef ____ the bread and prepared the soup.",Which choice completes the text so that it conforms to the conventions of Standard English?,bakes,has baked,had baked,will bake,C,had baked,Past perfect 'had baked' correctly shows action completed before another past action.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-S-048,Reading and Writing,Standard English Conventions,Grammar / usage / punctuation,MCQ,3,"The poet's newest collection explores migration, memory, and belonging; ____ , many of the poems also focus on language itself.",Which choice completes the text so that it conforms to the conventions of Standard English?,moreover,"moreover,",moreover;,moreover:,B,"moreover,","A conjunctive adverb after a semicolon is followed by a comma: '; moreover,'.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-S-049,Reading and Writing,Standard English Conventions,Grammar / usage / punctuation,MCQ,2,The documentary profiles three inventors ____ work has transformed renewable-energy storage.,Which choice completes the text so that it conforms to the conventions of Standard English?,who,whose,whom,which,B,whose,'Whose' correctly shows possession: the inventors' work.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-S-050,Reading and Writing,Standard English Conventions,Grammar / usage / punctuation,MCQ,2,"To reduce glare in the gallery, the windows were shaded, and the lights ____ adjusted.",Which choice completes the text so that it conforms to the conventions of Standard English?,was,is,were,be,C,were,Plural subject 'lights' takes plural verb 'were.',"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-S-051,Reading and Writing,Standard English Conventions,Grammar / usage / punctuation,MCQ,3,"The hikers followed the trail to the ridge, ____ they stopped to watch the sunset.",Which choice completes the text so that it conforms to the conventions of Standard English?,where,which,that,whom,A,where,"'Where' correctly refers to the place, the ridge.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-S-052,Reading and Writing,Standard English Conventions,Grammar / usage / punctuation,MCQ,4,"A set of antique maps, along with several navigation tools, ____ on display in the maritime museum.",Which choice completes the text so that it conforms to the conventions of Standard English?,are,were,is,have been,C,is,"The subject is 'A set,' which is singular, so 'is' is correct.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-S-053,Reading and Writing,Standard English Conventions,Grammar / usage / punctuation,MCQ,2,The lecture was fascinating ____ it was longer than many students had expected.,Which choice completes the text so that it conforms to the conventions of Standard English?,;,", but",", because",and,B,", but",A comma plus 'but' correctly joins the contrasting independent clauses.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-S-054,Reading and Writing,Standard English Conventions,Grammar / usage / punctuation,MCQ,3,"Once the software update ____ installed, the device restarted automatically.",Which choice completes the text so that it conforms to the conventions of Standard English?,was,were,have been,being,A,was,The passive construction requires singular 'was installed.',"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-S-055,Reading and Writing,Standard English Conventions,Grammar / usage / punctuation,MCQ,3,"The committee asked for shorter reports, clearer graphics, and ____ recommendations.",Which choice completes the text so that it conforms to the conventions of Standard English?,that the conclusion be more practical,the recommendations should be practical,more practical,practicality,C,more practical,Choice C maintains parallel structure with 'shorter' and 'clearer.',"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-S-056,Reading and Writing,Standard English Conventions,Grammar / usage / punctuation,MCQ,3,"Because the storm arrived earlier than forecast, the outdoor concert, which had been planned for weeks ____ moved indoors.",Which choice completes the text so that it conforms to the conventions of Standard English?,was,were,have been,being,A,was,The singular subject 'concert' takes singular verb 'was.',"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
RW-S-057,Reading and Writing,Standard English Conventions,Grammar / usage / punctuation,MCQ,2,The author revised the chapter several times to make its argument more concise and ____ .,Which choice completes the text so that it conforms to the conventions of Standard English?,persuasively,persuasive,persuade,persuasion,B,persuasive,"After 'more concise and,' the parallel adjective form is 'persuasive.'","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ALG-001,Math,Algebra,Linear equations,MCQ,1,,Solve for x. | 3x + 5 = 20,3,5,15,25,B,5,"Subtract 5 to get 3x = 15, then divide by 3.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ALG-002,Math,Algebra,Linear equations,MCQ,1,,Solve for y. | 2y - 7 = 17,5,10,12,24,C,12,"Add 7 to get 2y = 24, then divide by 2.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ALG-003,Math,Algebra,Linear functions,MCQ,2,,What is the slope of the line given by the equation 4y = 12x - 8 ?,-3,3,4,12,B,3,Rewrite as y = 3x - 2; the slope is 3.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ALG-004,Math,Algebra,Linear functions,MCQ,2,,"A line passes through (2, 7) and (6, 15). What is its slope?",1,2,4,8,B,2,Slope = (15 - 7) / (6 - 2) = 8 / 4 = 2.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ALG-005,Math,Algebra,Linear functions,MCQ,2,,"If y = -2x + 9, what is the value of y when x = 4 ?",1,-1,5,17,A,1,Substitute x = 4: y = -8 + 9 = 1.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ALG-006,Math,Algebra,Systems of equations,MCQ,4,,Solve the system of equations. | 2x + y = 11 | x - y = 1,"(3, 5)","(4, 3)","(5, 1)","(6, -1)",B,"(4, 3)","Add the equations to get 3x = 12, so x = 4 and y = 3.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ALG-007,Math,Algebra,Linear inequalities,MCQ,3,,Solve the inequality for x. | 5x - 9 > 11,x > 2,x > 4,x < 2,x < 4,B,x > 4,"Add 9: 5x > 20, so x > 4.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ALG-008,Math,Algebra,Linear modeling,MCQ,2,A taxi charges a $4 starting fee plus $3 per mile.,"Which equation gives the total cost c, in dollars, for a trip of m miles?",c = 4m + 3,c = 3m + 4,c = 7m,c = m + 7,B,c = 3m + 4,Total cost is fixed fee + per-mile charge.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ALG-009,Math,Algebra,Systems / linear modeling,MCQ,5,A school's band sold 120 tickets for a concert. Student tickets cost $6 each and adult tickets cost $10 each. Total ticket sales were $920.,How many adult tickets were sold?,20,40,50,70,C,50,Let a be adult tickets. Then 10a + 6(120 - a) = 920. So 4a = 200 and a = 50.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ALG-010,Math,Algebra,Linear functions,MCQ,3,,The graph of y = 2x - 5 is shifted up 3 units. Which equation represents the new graph?,y = 2x - 8,y = 2x - 2,y = 5x - 5,y = 2x + 3,B,y = 2x - 2,Shifting up 3 adds 3 to all y-values: y = 2x - 2.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ALG-011,Math,Algebra,Linear equations,MCQ,3,,"If 4(x - 3) = 2x + 6, what is the value of x ?",3,6,9,12,C,9,"Expand: 4x - 12 = 2x + 6. Then 2x = 18, so x = 9.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ALG-012,Math,Algebra,Linear modeling,MCQ,3,A gym charges a monthly fee of $18 plus $12 per class.,"If a member pays $78 in one month, how many classes did the member take?",4,5,6,8,B,5,"78 = 18 + 12c, so 60 = 12c and c = 5.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ALG-013,Math,Algebra,Linear functions,MCQ,3,,What is the x-intercept of the line y = 5 - x ?,-5,0,5,10,C,5,"At the x-intercept, y = 0. So 0 = 5 - x and x = 5.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ALG-014,Math,Algebra,Systems of equations,MCQ,5,,"A solution to the system below is (x, y). | 3x + 2y = 18 | x + y = 7 | What is the value of x ?",2,4,6,8,B,4,"From x + y = 7, y = 7 - x. Substitute: 3x + 2(7 - x) = 18, so x + 14 = 18 and x = 4.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ALG-015,Math,Algebra,Linear functions,MCQ,2,,"For the function f(x) = 7 - 3x, what is the value of f(-2)?",1,7,11,13,D,13,f(-2) = 7 - 3(-2) = 7 + 6 = 13.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ALG-016,Math,Algebra,Linear equations,SPR,4,,"If 7x - 4 = 31, what is the value of x ?",,,,,SPR,5,"Add 4 to both sides to get 7x = 35, so x = 5.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ADV-017,Math,Advanced Math,Quadratic equations,MCQ,2,,What is the value of x that satisfies x^2 - 9 = 0 ?,-9 only,3 only,-3 and 3,0,C,-3 and 3,"x^2 = 9, so x = -3 or x = 3.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ADV-018,Math,Advanced Math,Equivalent expressions,MCQ,2,,Which expression is equivalent to (x + 4)(x - 4) ?,x^2 + 16,x^2 - 16,x^2 - 8x + 16,x^2 + 8x + 16,B,x^2 - 16,This is a difference of squares.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ADV-019,Math,Advanced Math,Factoring quadratics,MCQ,3,,"If f(x) = x^2 + 6x + 8, which expression is equivalent to f(x)?",(x + 4)(x + 2),(x - 4)(x - 2),(x + 8)(x - 1),(x + 3)^2 - 1,A,(x + 4)(x + 2),Numbers that multiply to 8 and add to 6 are 4 and 2.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ADV-020,Math,Advanced Math,Quadratic functions,MCQ,3,,What is the y-value of the vertex of y = (x - 3)^2 - 5 ?,-5,-3,3,5,A,-5,"In vertex form y = (x - h)^2 + k, the vertex is (h, k).","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ADV-021,Math,Advanced Math,Exponential equations,MCQ,2,,"If 2^(x) = 32, what is the value of x ?",4,5,6,8,B,5,32 = 2^5.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ADV-022,Math,Advanced Math,Equivalent expressions,MCQ,2,,Which expression is equivalent to 3x^2 + 12x ?,3x(x + 4),3(x + 2)^2,x(3x + 12x),3(x^2 + 12),A,3x(x + 4),Factor out the greatest common factor 3x.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ADV-023,Math,Advanced Math,Zeros of quadratics,MCQ,3,,The function g(x) = (x - 1)(x - 6). For which value of x is g(x) = 0 ?,1 only,6 only,1 and 6,-1 and -6,C,1 and 6,Set each factor equal to zero.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
